,var,coefficient
265,caseSource_113,0.0016025293491006055
266,caseSource_115,0.06615472063377542
268,caseSource_117,0.02283596865915867
270,caseSource_120,0.006696434933925062
271,caseSource_121,0.03756963734481843
272,caseSource_122,0.05593160088980959
273,caseSource_123,0.03464282862668471
274,caseSource_124,-0.022408452362111836
275,caseSource_126,0.039425514230153634
276,caseSource_129,-0.0292144425800899
277,caseSource_131,0.05609401081086167
278,caseSource_132,0.0007672888369819924
281,caseSource_21,-0.03975776139000518
282,caseSource_22,-0.14363496467535097
283,caseSource_23,0.015943591032375352
284,caseSource_24,0.07118094298892498
285,caseSource_25,0.11034937862944684
286,caseSource_26,0.1268749000911523
287,caseSource_27,-0.06470371280738198
288,caseSource_28,-0.06677387077197765
289,caseSource_29,-0.07109969247748335
290,caseSource_3,0.05345033505622594
291,caseSource_30,0.2151154290698897
293,caseSource_301,0.01596113158996742
294,caseSource_302,0.027740925595880105
295,caseSource_32,0.09457990504113183
296,caseSource_41,0.04496764216904004
297,caseSource_42,0.014686796139853419
298,caseSource_44,0.035228988034182285
300,caseSource_50,0.021713497948205387
301,caseSource_51,-0.004170489083301902
302,caseSource_52,0.0442960594578867
303,caseSource_53,0.029928733314966222
304,caseSource_54,-0.04001585592066193
305,caseSource_55,0.04077649984410699
306,caseSource_57,0.054487380263822
307,caseSource_58,0.01472888391678818
308,caseSource_59,0.012586129309954806
309,caseSource_60,-0.00472379576944893
310,caseSource_61,-0.04000223022477091
311,caseSource_63,0.024336507780514965
312,caseSource_66,0.015796393139263575
313,caseSource_67,0.07528235006172351
314,caseSource_68,0.031273631835778616
315,caseSource_69,0.02016734555327712
316,caseSource_70,-0.0016669158017190938
317,caseSource_71,0.07012838980299854
318,caseSource_72,-0.016991864864222578
319,caseSource_75,0.013200900715867967
320,caseSource_77,0.012979116729796838
321,caseSource_79,-0.026408211435066928
322,caseSource_80,0.025118320554568307
323,caseSource_81,0.02115206746622382
324,caseSource_83,0.004576548779154185
325,caseSource_85,0.10059830979416243
326,caseSource_86,-0.008190998396651205
327,caseSource_87,-0.01166080624459408
328,caseSource_89,-0.011010273145315734
329,caseSource_92,0.03160439080877187
330,caseSource_94,0.014212315205656929
331,caseSource_95,-0.030223958773792095
332,caseSource_96,-0.030291265144445693
333,caseSource_97,0.020805155239798243
334,caseSource_1,0.001649652679890138
335,caseSource_100,0.004448711064252007
336,caseSource_106,-0.012342697139311964
338,caseSource_45,-0.021467121778966328
339,caseSource_47,0.03483935185661225
340,caseSource_48,-0.019425227938449797
341,caseSource_49,0.016885512533294133
342,caseSource_56,0.025376629152515522
343,caseSource_64,-0.0285336212752473
344,caseSource_73,0.012209342506854997
345,caseSource_74,0.0002376065836775427
346,caseSource_82,-0.01907547648183964
347,caseSource_84,0.07833663338841386
348,caseSource_88,-0.009166187540355213
349,caseSource_93,0.059871638227324046
350,caseSource_99,0.06439673353305918
351,caseSource_101,0.11251403373180445
352,caseSource_112,0.013341731406443439
353,caseSource_114,0.022912660663029234
354,caseSource_119,0.032119141987561516
355,caseSource_127,-0.01210450623338792
356,caseSource_128,0.00021409014376095567
357,caseSource_134,0.04425741151376489
358,caseSource_31,0.10332377895021436
359,caseSource_8,0.10432965359069973
360,caseSource_91,-0.06638197863197406
361,caseSource_98,0.035636232536893034
362,caseSource_4,-0.10339706977505989
363,caseSource_76,0.10427261569022142
364,caseSource_90,0.011185828191847214
365,caseSource_15,0.030750300181593318
366,lcDisagreement_0,0.030053883552315204
367,lcDisagreement_1,0.11177802683688709
368,certReason_1,0.02291670534761503
369,certReason_10,0.06685521939633196
370,certReason_11,0.16775470954657348
371,certReason_12,0.27143866337838485
372,certReason_13,0.042690428655624967
373,certReason_2,0.07790324067075238
374,certReason_3,0.029250913162160753
375,certReason_4,0.01118696303480635
376,certReason_5,-0.008947622283716438
377,certReason_6,-0.005887543864126964
378,certReason_7,0.030861102061411266
379,certReason_9,-0.01846058647670175
380,certReason_8,-0.04195554588151229
381,lcDisposition_1,-0.03450966028333457
382,lcDisposition_10,0.022363178043045932
383,lcDisposition_11,-0.0031849429188951293
384,lcDisposition_12,0.05320897239921448
385,lcDisposition_2,-0.012274929444615905
386,lcDisposition_3,0.0791756776919862
387,lcDisposition_4,0.06573906595682512
388,lcDisposition_5,0.052518929819413834
389,lcDisposition_6,0.0380713894310383
390,lcDisposition_7,-0.010940075992138218
391,lcDisposition_8,0.05966200730747061
392,lcDisposition_9,0.030926306011887922
393,lcDispositionDirection_1,0.02014383241961712
394,lcDispositionDirection_2,0.05881002950334025
395,lcDispositionDirection_3,-0.1342495063407386
396,issue_100010,0.07397140584289072
397,issue_100020,0.05589706668072991
398,issue_100030,0.06572415298636396
399,issue_100040,0.021951840971412655
400,issue_100050,-0.015464489114153962
401,issue_100060,0.018040835547928225
402,issue_100080,-0.0025684294741055917
403,issue_100090,-0.01626758471116459
404,issue_10010,0.03376917573827906
405,issue_100100,-0.045293428965481844
406,issue_100110,-0.0027037169473528985
407,issue_100120,0.0110650320998334
408,issue_100130,0.002573276792842776
409,issue_10020,0.0847779424282139
410,issue_10030,0.02746374072076421
411,issue_10050,0.05642627913927181
412,issue_10060,0.020977965612896842
413,issue_10080,0.013404458330086985
414,issue_10090,-0.013943092719803993
415,issue_10110,-0.030987179500311785
416,issue_10120,0.030837221301855445
417,issue_10130,-0.03935456634481787
418,issue_10160,0.029172864216169863
419,issue_10170,0.003205736936600719
420,issue_10190,0.008009985781333323
421,issue_10200,0.013118479309485292
422,issue_10210,0.030601266989738297
423,issue_10220,0.04898195644091973
424,issue_10260,-0.0010852453678249177
425,issue_10280,0.0013139720454216279
426,issue_10290,0.021714377556139895
427,issue_10300,0.003402100655929366
428,issue_10330,0.013006262503934695
429,issue_10340,0.012420102999073784
430,issue_10350,0.0024218120350810437
431,issue_10360,0.042019321123106086
432,issue_10370,0.003492583306804627
433,issue_10380,0.036678214789455106
434,issue_10390,-0.014072982324974637
435,issue_10400,0.003902151006828003
436,issue_10410,0.022571373300132723
437,issue_10420,-0.006786231329550778
438,issue_10430,-0.007826465887678822
439,issue_10450,-0.01091931878843788
440,issue_10460,-0.014421578154794777
441,issue_10470,0.016533652159927595
442,issue_10480,0.0036611741546686703
443,issue_10490,0.03052034417262767
445,issue_10530,0.04115135514967987
446,issue_10550,0.003963575749689692
447,issue_10570,0.005001001212151753
448,issue_10580,0.013534494453562307
449,issue_10600,0.013307404842271532
450,issue_110010,0.03424912503996661
451,issue_110020,0.013480486789579478
452,issue_110030,0.057615895058429824
453,issue_120010,0.06501703928336316
454,issue_120020,0.012018203401866358
455,issue_120030,-0.001196522390509578
456,issue_130020,0.07770978086981079
457,issue_20010,-0.025632287027949018
458,issue_20030,0.005240159480550241
459,issue_20040,0.02615370037374287
460,issue_20050,-0.004134545537264503
461,issue_20060,0.07291227806534921
462,issue_20080,0.015621226491365457
463,issue_20110,0.07781355822993466
464,issue_20120,-0.014253997606909855
465,issue_20130,0.0009663107173549621
466,issue_20140,0.03939379258304253
467,issue_20150,0.021584932671247645
468,issue_20160,0.05729585703362048
469,issue_20220,-0.04390801837574806
470,issue_20230,0.01388668420702591
471,issue_20240,0.039360091807602866
472,issue_20250,0.02112323980872327
473,issue_20270,0.02646117337086705
474,issue_20280,0.006670433041616613
475,issue_20310,-0.019990733792560153
476,issue_20320,0.0773809488225664
477,issue_20350,-0.003002931084656725
478,issue_20370,0.00980447807985021
479,issue_20390,0.001984290450449386
480,issue_20400,0.06432862640215274
481,issue_30010,0.05368153061334997
482,issue_30020,-0.019463167320277905
483,issue_30030,0.050433268932596684
484,issue_30050,0.0015105597052166454
485,issue_30060,0.006995124599925277
487,issue_30080,0.005423070213357457
488,issue_30090,0.013702978779311611
489,issue_30100,-0.020228041521070515
490,issue_30110,-0.005441557380463014
491,issue_30120,-0.004909568134570292
492,issue_30130,-0.02547791972558122
493,issue_30140,0.05113378758797731
494,issue_30150,0.024292574498633156
495,issue_30160,0.017158742697498473
496,issue_30170,-0.0380408919997706
497,issue_30180,-0.04812320602561041
498,issue_30190,0.06406466068847384
499,issue_30200,-0.022040704464374953
500,issue_40010,0.022502251268409122
501,issue_40020,0.03892865189880069
502,issue_40040,0.04406090779499689
503,issue_40050,0.05301387858321955
504,issue_40060,0.022537063612661744
505,issue_40070,0.021561600927139154
506,issue_50010,0.015867576533128588
507,issue_50040,0.05924317160667676
508,issue_60010,0.04079011671435166
509,issue_60030,0.02160652292349028
511,issue_70010,0.03329948313837328
512,issue_70020,-0.007287585805904174
513,issue_70030,-0.019781816579658204
514,issue_70040,-0.007693256382606179
515,issue_70060,0.02596911607808415
516,issue_70070,-0.01390420219142651
517,issue_70080,0.024204387682793958
518,issue_70090,-0.015908986725922687
519,issue_70100,-0.05216878945067826
520,issue_70110,-0.02700665133587666
521,issue_70120,0.08714801071976681
522,issue_70130,0.03447796224953263
523,issue_70140,0.008372580541776715
524,issue_70150,0.01337901668513191
525,issue_70160,-0.022701866030011137
526,issue_70170,0.0260709029201954
527,issue_70190,-0.002846756504315063
528,issue_70200,0.014102003250627543
529,issue_80010,0.02335195823856192
530,issue_80020,-0.010333629947818052
531,issue_80030,0.00019809330668360363
532,issue_80040,0.002513127423059607
533,issue_80050,0.02087605153208992
534,issue_80060,0.05846323770108951
535,issue_80070,0.05666286815281801
536,issue_80100,0.0318501533515522
537,issue_80110,0.01713967536961869
538,issue_80120,0.05307014971746265
539,issue_80130,0.05156774774716582
540,issue_80140,0.023308610887239678
541,issue_80160,0.023688953501870415
542,issue_80170,0.04414905218389265
543,issue_80180,-0.02301935225743035
544,issue_80190,0.0021474789938071364
545,issue_80200,0.02560824909037451
546,issue_80220,0.06599202532428083
547,issue_80230,-0.026229927950556536
548,issue_80240,0.0046954012938410635
549,issue_80250,-0.0656223983385589
550,issue_80260,0.03979819852097706
551,issue_80270,0.02332199260324031
552,issue_80280,0.026707706017605366
553,issue_80300,0.006638101037973893
554,issue_80310,0.0896231813431378
555,issue_80320,0.018153140757973196
556,issue_80350,0.012093208542028689
557,issue_90010,0.03996068212646419
558,issue_90020,0.019559009958144653
559,issue_90030,0.0209514887054319
560,issue_90040,0.07090015478444295
562,issue_90090,0.1029885318037251
564,issue_90110,0.03524969582824452
565,issue_90120,0.08867386120144062
566,issue_90130,0.06289603436483586
567,issue_90140,0.022462952519855195
568,issue_90150,-0.5903175455942651
569,issue_90160,-0.06421714808603152
570,issue_90170,-0.0733488023981755
571,issue_90180,-0.0007931745019107561
572,issue_90190,0.09664684833291598
573,issue_90200,-7.34752131532649e-05
574,issue_90250,-0.013274365672908281
575,issue_90300,0.031389744130838504
576,issue_90310,0.02852173615457144
577,issue_90320,0.08145270291694623
578,issue_90330,0.07340557975483544
579,issue_90340,0.03200507433925748
580,issue_90350,-0.008872081051298308
581,issue_90360,0.031046916503347007
582,issue_90370,0.005942771276796168
583,issue_90380,0.020212936099215487
584,issue_90390,0.08275679327832804
585,issue_90420,0.045338371131618135
586,issue_90430,-0.018740741825636894
587,issue_90460,0.054018576036426624
588,issue_90470,0.00685094281704127
589,issue_90480,0.008190482815348529
590,issue_90500,0.03295136172456991
591,issue_90520,0.03818699339807931
592,issue_100070,-0.010407882421223851
593,issue_10040,0.0025740873778815243
594,issue_10070,0.003095235193099154
595,issue_10100,0.04826930371275176
596,issue_10140,-0.05019278858752587
597,issue_10150,-0.020885581288142944
598,issue_10230,0.0029350501039705173
599,issue_10250,0.010838456052624358
600,issue_10270,0.021164641546892744
601,issue_10310,0.04646103687197173
602,issue_10320,0.0725595093306423
603,issue_10440,0.004443203305473109
604,issue_10510,0.003004255911395734
605,issue_10540,-0.015160586571599301
606,issue_10590,0.031084241793010295
607,issue_120040,0.003344076025707527
608,issue_20020,-0.0016411633575053955
609,issue_20090,0.01609506305498336
610,issue_20100,-0.035262442763728835
611,issue_20170,0.03274109511836479
612,issue_20180,0.04230900104256945
613,issue_20190,0.06909621541226249
614,issue_20200,0.019445007226554806
615,issue_20260,0.026368247838169764
616,issue_20300,0.06212248288965738
617,issue_20330,0.04328769947729437
618,issue_20340,0.019707621602413742
619,issue_30040,-0.003907571468402606
620,issue_40030,0.02855375249884212
621,issue_50020,-0.023396845888132786
622,issue_60020,0.022072863822421723
623,issue_80210,-0.039884812592156094
624,issue_80330,-0.009341722156611719
625,issue_90060,0.01703808441324418
626,issue_90210,0.025885665890374204
627,issue_90240,0.007744639723393869
628,issue_90260,-0.01502707974766441
629,issue_90280,0.03231552866829198
630,issue_90290,0.0002494342407992028
631,issue_90400,0.06028038296576411
632,issue_90410,0.017017360685518686
633,issue_90490,-0.023974071107773973
634,issue_90510,-0.00548196880819799
635,issue_10180,0.04318107018564371
636,issue_10240,0.00852779163836975
637,issue_130010,-0.07467946151518487
638,issue_20070,-0.052248584992282986
639,issue_20210,-0.024834661814264337
640,issue_20290,-0.12815379983058664
641,issue_20410,0.01778461461376674
642,issue_70050,0.04080878123608124
643,issue_70180,0.03607419928661128
644,issue_80090,0.053862814137060164
645,issue_80150,0.0003953802372486112
646,issue_80290,0.04782584197343879
647,issue_80340,-0.017783787054078258
648,issue_90070,0.06683294505918502
649,issue_90220,0.030884572672347156
650,issue_90230,-0.038816178819698705
651,issue_90270,-0.0751097118743099
652,issue_10520,0.02214385461932264
653,issue_10560,-0.013952451088749755
654,issue_20360,-0.3742651694417552
655,issue_20380,0.014224130130943374
656,issue_50030,-0.0318572907392956
657,issue_80080,-0.014009626563781406
658,issue_130015,-0.008857565230055767
659,issue_140010,0.11148454062834913
660,issue_140030,0.08930946257229143
661,issue_140070,-0.08465754225292206
662,issueArea_1,0.17691595635999297
663,issueArea_10,0.05278523409593706
664,issueArea_11,0.06605122585218604
665,issueArea_12,0.053104627440099736
666,issueArea_13,-0.008376877863150561
667,issueArea_2,0.11933734739231605
668,issueArea_3,0.04011010280443109
669,issueArea_4,0.07900650832697592
670,issueArea_5,0.049707360807746376
671,issueArea_6,0.0396520321786966
672,issueArea_7,0.03407539998968279
673,issueArea_8,0.12124121901298603
674,issueArea_9,0.10489940516922384
676,yrnom,-0.004251027847254187
677,posit,-0.010213027082140278
680,analu,0.003590795124616817
681,spaethid,-3.2677668616349134e-05
683,birthcit,-9.470684536512548e-06
686,famses,-0.03356924134593633
689,natorig,0.012903758531658429
690,race,-0.061706786087035975
695,undsch,0.006123327835418415
697,unddat,-0.029007622499056435
703,lawsch,0.00011241933094154299
705,lawdat,-0.00010038963460937471
707,readst,-0.00030413511963185886
709,marryn,0.004831396781281951
714,clerkyrs,-0.012642661695357191
717,privtyp1,0.05379707417526478
719,privyrs1,-0.0047234799559554945
723,schname1,3.5552994554866068e-06
737,feddiyrs,0.004007204686078985
739,fedcayrs,-0.006941025873612618
741,usasatyrs,-0.0003082054654063071
742,usat,0.06580120990965772
743,usatyrs,-0.047970223445606607
744,ussgoyrs,-0.01775447990906713
748,uscab,0.0009186684863123624
760,ussn1,1.2807876356600089e-05
766,cdep,-0.00023360499608343906
782,stsenyrs,0.0022958631770162745
790,usjnom,0.02382055395100619
791,stjnom,-0.0008248945634485653
793,prstnom,-0.0033531413497209215
798,uslesnom,-0.002449879485171856
799,stlenom,0.020529352198823354
805,agenom,0.005212504152099403
807,parnom,-3.129181489147379e-05
808,prparnom,0.0014243112939083952
834,birthcit_82.0,-7.210873043916813e-05
842,birthcit_121.0,-4.469804314493065e-05
859,birthcit_190.0,-0.01571792587191853
861,birthcit_193.0,-0.009419525426795793
867,birthcit_236.0,0.0025902445167620726
892,birthcit_327.0,0.0032263145603370455
903,birthcit_391.0,0.006543380224187526
904,birthcit_392.0,0.018048795563764843
907,birthcit_397.0,-2.3855976467066355e-05
908,birthcit_398.0,-0.002542143442229405
913,birthcit_512.0,-0.00020032555620056597
917,childst_1,-0.0013080988557805718
918,childst_5,-0.002245426664583378
927,childst_19,0.0002778557504676299
935,childst_33,-0.005007089692484338
939,childst_42,0.004941468421189607
940,childst_43,-0.014418899617268966
942,childst_46,0.002963124612362707
953,childsur_6,-0.0031311593458669598
964,fathpol_10.0,1.5813103481608224e-05
965,fathpol_11.0,-0.000156893571244853
967,fathpol_13.0,3.887393227689412e-06
969,famjud_0,-0.00010495316182681236
978,nomrelig_9,0.0001885197150282556
981,nomrelig_12,-2.7801613361614283e-05
983,nomrelig_14,0.0004427177739483327
984,natorig_1,-0.05473467233447139
985,natorig_2,0.0002452090477921181
993,natorig_10,9.674639662513368e-06
995,natorig_12,-0.04410488796571587
997,natorig_14,-0.013360633853356636
1000,natorig_17,-0.0002398850800963527
1006,natorig_25,0.000704320354087889
1019,fathoccu_6,0.003760371982693734
1021,fathoccu_8,-0.0016257523269795232
1031,fathoccu_19,-0.010809668579564816
1036,fathoccu_24,-0.0018010452063887022
1039,fathoccu_27,0.06848181834853502
1051,fathoccu_41,-0.022198184690764153
1054,fathoccu_44,-0.003707274510055931
1060,undsch_9.0,-0.0006069125116699241
1068,undsch_23.0,0.0024017702762333514
1070,undsch_25.0,-0.021951304633935357
1080,undsch_69.0,2.0178976810357148e-05
1091,undsch_99.0,-4.467208153538508e-06
1092,undsch_101.0,0.022128154585876927
1099,undsch_114.0,0.006295180804228964
1101,undsch_116.0,0.0020491160780850017
1102,undsch_117.0,-0.0005677898534381718
1111,gradsch_117.0,0.004970200841337498
1112,gradsta_1.0,-0.0002860668065456006
1128,lawsch_52.0,0.005431507265419012
1133,lawsch_75.0,0.001144054491495913
1141,lawsch_99.0,0.004460700774975773
1142,lawsch_104.0,-0.004605986886551453
1146,lawsta_1.0,-0.010382878173017562
